Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Citi Open,2023-08-02,ATP500,Outdoor,Hard,2nd Round,3,Evans D.,Barrere G.,Evans D.,30,59,1321,884,1.8,2.0,2-6 6-0 6-3
Citi Open,2023-08-02,ATP500,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Humbert U.,Humbert U.,86,36,696,1159,2.5,1.53,6-7 6-1 4-6
Citi Open,2023-08-02,ATP500,Outdoor,Hard,2nd Round,3,Korda S.,Shevchenko A.,Shevchenko A.,26,93,1365,632,1.2,4.5,7-5 6-7 4-6
Citi Open,2023-08-02,ATP500,Outdoor,Hard,2nd Round,3,Mannarino A.,Thompson J.,Thompson J.,27,71,1345,827,2.0,1.8,5-7 4-6
Citi Open,2023-08-02,ATP500,Outdoor,Hard,2nd Round,3,Murray A.,Nakashima B.,Murray A.,44,70,1030,830,2.1,1.73,7-6 6-4
Citi Open,2023-08-02,ATP500,Outdoor,Hard,2nd Round,3,Tiafoe F.,Karatsev A.,Tiafoe F.,10,75,3085,798,1.3,3.5,7-6 7-6
Citi Open,2023-08-02,ATP500,Outdoor,Hard,2nd Round,3,Wolf J.J.,Albot R.,Wolf J.J.,45,97,1025,615,1.3,3.5,6-1 6-3
Generali Open,2023-08-02,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Baez S.,Baez S.,64,72,845,815,2.38,1.57,1-6 2-6
Generali Open,2023-08-02,ATP250,Outdoor,Clay,2nd Round,3,Djere L.,Seyboth Wild T.,Djere L.,38,117,1145,543,1.62,2.3,7-6 6-3
Generali Open,2023-08-02,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Andreozzi G.,Etcheverry T.,34,240,1231,245,1.36,3.2,6-2 6-2
Generali Open,2023-08-02,ATP250,Outdoor,Clay,2nd Round,3,Galan D.E.,Altmaier D.,Galan D.E.,76,51,798,916,2.63,1.5,3-6 6-2 7-6
Generali Open,2023-08-02,ATP250,Outdoor,Clay,2nd Round,3,Hanfmann Y.,Rinderknech A.,Rinderknech A.,50,67,929,836,1.62,2.3,6-7 3-6
Generali Open,2023-08-02,ATP250,Outdoor,Clay,2nd Round,3,Ofner S.,Molcan A.,Molcan A.,61,120,868,531,1.73,2.1,6-4 5-7 6-7
Generali Open,2023-08-02,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Cachin P.,Cachin P.,82,54,733,902,2.2,1.67,5-7 3-6
Generali Open,2023-08-02,ATP250,Outdoor,Clay,2nd Round,3,Thiem D.,Zhang Zh.,Thiem D.,116,53,556,911,1.8,2.0,1-6 6-3 6-2
Los Cabos Open,2023-08-02,ATP250,Outdoor,Hard,1st Round,3,Barrios M.,Koepfer D.,Koepfer D.,121,84,525,708,3.0,1.4,4-6 3-6
Los Cabos Open,2023-08-02,ATP250,Outdoor,Hard,1st Round,3,Duckworth J.,Virtanen O.,Duckworth J.,123,127,510,493,1.67,2.2,6-3 6-0
Los Cabos Open,2023-08-02,ATP250,Outdoor,Hard,1st Round,3,Garin C.,Gojo B.,Gojo B.,101,115,606,560,1.67,2.2,5-7 6-4 3-6
Los Cabos Open,2023-08-02,ATP250,Outdoor,Hard,1st Round,3,Ivashka I.,Zhukayev B.,Ivashka I.,113,258,562,221,1.25,4.0,3-6 6-3 7-6
Los Cabos Open,2023-08-02,ATP250,Outdoor,Hard,1st Round,3,Jung J.,Escobedo E.,Jung J.,276,377,206,124,2.0,1.8,3-6 7-6 6-2
Los Cabos Open,2023-08-02,ATP250,Outdoor,Hard,1st Round,3,Mansouri S.,De Minaur A.,De Minaur A.,296,19,183,1945,11.0,1.05,4-6 4-6
Los Cabos Open,2023-08-02,ATP250,Outdoor,Hard,1st Round,3,Pacheco Mendez R.,Jarry N.,Jarry N.,817,28,24,1339,11.0,1.05,3-6 1-6
Citi Open,2023-08-03,ATP500,Outdoor,Hard,2nd Round,3,Monfils G.,Bublik A.,Monfils G.,323,25,162,1384,2.3,1.62,6-3 6-4
Citi Open,2023-08-03,ATP500,Outdoor,Hard,2nd Round,3,Svajda Z.,Fritz T.,Fritz T.,233,9,259,3515,8.0,1.08,3-6 3-6
Citi Open,2023-08-03,ATP500,Outdoor,Hard,3rd Round,3,Dimitrov G.,Ruusuvuori E.,Dimitrov G.,20,55,1600,901,1.4,3.0,6-4 6-3
Citi Open,2023-08-03,ATP500,Outdoor,Hard,3rd Round,3,Humbert U.,Watanuki Y.,Humbert U.,36,99,1159,608,1.44,2.75,6-0 6-2
Citi Open,2023-08-03,ATP500,Outdoor,Hard,3rd Round,3,Mmoh M.,Wolf J.J.,Wolf J.J.,112,45,564,1025,3.4,1.33,4-6 6-7
Generali Open,2023-08-03,ATP250,Outdoor,Clay,Quarterfinals,3,Cachin P.,Djere L.,Djere L.,54,38,902,1145,2.0,1.8,4-6 2-6
Generali Open,2023-08-03,ATP250,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Galan D.E.,Etcheverry T.,34,76,1231,798,1.36,3.2,6-7 6-3 6-4
Generali Open,2023-08-03,ATP250,Outdoor,Clay,Quarterfinals,3,Molcan A.,Baez S.,Baez S.,120,72,531,815,2.75,1.44,4-6 3-6
Generali Open,2023-08-03,ATP250,Outdoor,Clay,Quarterfinals,3,Thiem D.,Rinderknech A.,Thiem D.,116,67,556,836,1.73,2.1,4-6 6-3 6-4
Los Cabos Open,2023-08-03,ATP250,Outdoor,Hard,2nd Round,3,Brouwer G.,Jarry N.,Jarry N.,144,28,437,1339,3.75,1.29,6-7 6-4 4-6
Los Cabos Open,2023-08-03,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Tsitsipas S.,Tsitsipas S.,114,5,560,4850,4.0,1.25,2-6 4-6
Los Cabos Open,2023-08-03,ATP250,Outdoor,Hard,2nd Round,3,Ivashka I.,Gojo B.,Ivashka I.,113,115,562,560,2.1,1.73,5-7 6-2 6-4
Los Cabos Open,2023-08-03,ATP250,Outdoor,Hard,2nd Round,3,Jung J.,Coric B.,Coric B.,276,15,206,2225,5.5,1.14,1-6 2-6
Los Cabos Open,2023-08-03,ATP250,Outdoor,Hard,2nd Round,3,Koepfer D.,Duckworth J.,Koepfer D.,84,123,708,510,1.57,2.38,6-2 6-2
Los Cabos Open,2023-08-03,ATP250,Outdoor,Hard,2nd Round,3,Kovacevic A.,Norrie C.,Kovacevic A.,129,13,476,2610,4.0,1.25,5-7 7-6 6-4
Los Cabos Open,2023-08-03,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Meligeni Alves F.,Paul T.,14,177,2320,336,1.11,6.5,7-5 7-6
Los Cabos Open,2023-08-03,ATP250,Outdoor,Hard,2nd Round,3,Tirante T.A.,De Minaur A.,De Minaur A.,136,19,452,1945,8.0,1.08,2-6 1-6
Citi Open,2023-08-04,ATP500,Outdoor,Hard,3rd Round,3,Eubanks C.,Thompson J.,Thompson J.,29,71,1333,827,2.0,1.8,2-6 2-6
Citi Open,2023-08-04,ATP500,Outdoor,Hard,3rd Round,3,Evans D.,Shevchenko A.,Evans D.,30,93,1321,632,1.57,2.38,6-4 6-3
Citi Open,2023-08-04,ATP500,Outdoor,Hard,3rd Round,3,Griekspoor T.,Monfils G.,Griekspoor T.,37,323,1149,162,1.73,2.1,6-4 1-6 6-3
Citi Open,2023-08-04,ATP500,Outdoor,Hard,3rd Round,3,Murray A.,Fritz T.,Fritz T.,44,9,1030,3515,3.2,1.36,7-6 3-6 4-6
Citi Open,2023-08-04,ATP500,Outdoor,Hard,3rd Round,3,Shang J.,Tiafoe F.,Tiafoe F.,149,10,420,3085,4.33,1.22,2-6 3-6
Citi Open,2023-08-04,ATP500,Outdoor,Hard,Quarterfinals,3,Griekspoor T.,Wolf J.J.,Griekspoor T.,37,45,1149,1025,2.2,1.67,7-5 6-4
Generali Open,2023-08-04,ATP250,Outdoor,Clay,Semifinals,3,Etcheverry T.,Baez S.,Baez S.,34,72,1231,815,1.91,1.91,6-7 6-3 4-6
Generali Open,2023-08-04,ATP250,Outdoor,Clay,Semifinals,3,Thiem D.,Djere L.,Thiem D.,116,38,556,1145,2.3,1.62,6-7 7-5 7-6
Los Cabos Open,2023-08-04,ATP250,Outdoor,Hard,Quarterfinals,3,Ivashka I.,Coric B.,Coric B.,113,15,562,2225,3.4,1.33,3-6 4-6
Los Cabos Open,2023-08-04,ATP250,Outdoor,Hard,Quarterfinals,3,Koepfer D.,Kovacevic A.,Koepfer D.,84,129,708,476,1.44,2.75,6-4 7-5
Los Cabos Open,2023-08-04,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,De Minaur A.,De Minaur A.,14,19,2320,1945,2.2,1.67,4-6 6-3 3-6
Los Cabos Open,2023-08-04,ATP250,Outdoor,Hard,Quarterfinals,3,Tsitsipas S.,Jarry N.,Tsitsipas S.,5,28,4850,1339,1.3,3.5,6-7 7-6 6-2
Citi Open,2023-08-05,ATP500,Outdoor,Hard,Quarterfinals,3,Evans D.,Tiafoe F.,Evans D.,30,10,1321,3085,3.75,1.29,6-4 7-5
Citi Open,2023-08-05,ATP500,Outdoor,Hard,Quarterfinals,3,Thompson J.,Fritz T.,Fritz T.,71,9,827,3515,2.75,1.44,3-6 3-6
Generali Open,2023-08-05,ATP250,Outdoor,Clay,The Final,3,Thiem D.,Baez S.,Baez S.,116,72,556,815,2.0,1.8,3-6 1-6
Los Cabos Open,2023-08-05,ATP250,Outdoor,Hard,Semifinals,3,Coric B.,Tsitsipas S.,Tsitsipas S.,15,5,2225,4850,3.0,1.4,3-6 2-6
Los Cabos Open,2023-08-05,ATP250,Outdoor,Hard,Semifinals,3,De Minaur A.,Koepfer D.,De Minaur A.,19,84,1945,708,1.25,4.0,6-2 6-7 6-1
Citi Open,2023-08-06,ATP500,Outdoor,Hard,Semifinals,3,Evans D.,Dimitrov G.,Evans D.,30,20,1321,1600,3.2,1.36,6-3 7-6
Citi Open,2023-08-06,ATP500,Outdoor,Hard,Semifinals,3,Fritz T.,Griekspoor T.,Griekspoor T.,9,37,3515,1149,1.3,3.5,6-3 3-6 2-6
Citi Open,2023-08-06,ATP500,Outdoor,Hard,The Final,3,Griekspoor T.,Evans D.,Evans D.,37,30,1149,1321,1.8,2.0,5-7 3-6
Los Cabos Open,2023-08-06,ATP250,Outdoor,Hard,The Final,3,Tsitsipas S.,De Minaur A.,Tsitsipas S.,5,19,4850,1945,1.36,3.2,6-3 6-4
Canadian Open,2023-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Berrettini M.,Barrere G.,Berrettini M.,38,58,1112,884,1.3,3.5,6-4 6-3
Canadian Open,2023-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Bublik A.,Hurkacz H.,Hurkacz H.,28,17,1384,2195,2.75,1.44,3-6 6-7
Canadian Open,2023-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Cerundolo F.,Galarneau A.,Cerundolo F.,22,192,1565,318,1.25,4.0,6-2 4-6 6-4
Canadian Open,2023-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Mannarino A.,Daniel T.,115,30,564,1336,2.3,1.62,7-6 6-4
Canadian Open,2023-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Eubanks C.,Monfils G.,Monfils G.,29,276,1358,207,2.1,1.73,6-7 7-6 1-6
Canadian Open,2023-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Zhang Zh.,Kokkinakis T.,86,63,696,851,1.44,2.75,7-5 6-4
Canadian Open,2023-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Lehecka J.,Nakashima B.,Lehecka J.,36,74,1163,805,2.0,1.8,7-5 3-6 7-6
Canadian Open,2023-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Nishioka Y.,Musetti L.,Musetti L.,45,19,1015,1950,2.38,1.57,4-6 1-6
Canadian Open,2023-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Wolf J.J.,Davidovich Fokina A.,Davidovich Fokina A.,43,37,1025,1140,1.73,2.1,0-6 2-6
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Arnaldi M.,Pospisil V.,Arnaldi M.,66,165,840,361,1.36,3.2,6-4 6-4
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Coric B.,Vukic A.,Vukic A.,15,62,2315,855,1.44,2.75,2-6 3-6
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,De Minaur A.,Norrie C.,De Minaur A.,18,13,2085,2505,1.73,2.1,7-5 6-4
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Evans D.,Diallo G.,Diallo G.,21,141,1731,443,1.4,3.0,6-7 5-7
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Jarry N.,Humbert U.,34,27,1233,1384,2.0,1.8,4-6 6-3 6-4
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Karatsev A.,Mcdonald M.,Mcdonald M.,71,59,818,870,2.1,1.73,3-6 4-6
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Garin C.,Kecmanovic M.,44,101,1020,606,2.1,1.73,7-6 4-6 6-4
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Korda S.,Etcheverry T.,Korda S.,32,31,1275,1305,1.4,3.0,6-3 6-2
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Giron M.,Giron M.,54,70,901,830,1.57,2.38,6-7 6-7
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Schwartzman D.,Paul T.,Paul T.,98,14,615,2345,3.5,1.3,3-6 6-3 4-6
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Sonego L.,Murray A.,Murray A.,39,40,1105,1075,2.5,1.53,6-7 0-6
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Tiafoe F.,Raonic M.,Raonic M.,10,545,3085,65,1.36,3.2,7-6 6-7 3-6
Canadian Open,2023-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Zverev A.,Griekspoor T.,Zverev A.,16,26,2265,1439,1.3,3.5,6-4 7-6
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Purcell M.,Auger-Aliassime F.,Purcell M.,78,12,753,2680,3.4,1.33,6-4 6-4
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Zapata Miralles B.,Shelton B.,Shelton B.,64,41,846,1065,3.75,1.29,6-7 4-6
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Berrettini M.,Sinner J.,Sinner J.,38,8,1112,3815,2.75,1.44,4-6 3-6
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Daniel T.,Raonic M.,Raonic M.,115,545,564,65,2.38,1.57,4-6 3-6
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Diallo G.,De Minaur A.,18,141,2085,443,1.22,4.33,6-4 7-5
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Humbert U.,Fritz T.,9,34,3605,1233,1.3,3.5,7-6 3-6 6-3
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,Kecmanovic M.,Hurkacz H.,17,44,2195,1020,1.33,3.4,5-7 6-3 6-0
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Musetti L.,Musetti L.,86,19,696,1950,2.2,1.67,6-4 5-7 4-6
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Arnaldi M.,Medvedev D.,3,66,6360,840,1.13,6.0,6-2 7-5
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Purcell M.,Murray A.,40,78,1075,753,1.3,3.5,7-6 3-6 7-5
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Mcdonald M.,Mcdonald M.,7,59,4595,870,1.25,4.0,4-6 3-6
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Lehecka J.,Ruud C.,5,36,4985,1163,1.5,2.63,7-6 6-4
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Monfils G.,Monfils G.,4,276,5090,207,1.29,3.75,4-6 3-6
Canadian Open,2023-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Davidovich Fokina A.,Davidovich Fokina A.,16,37,2265,1140,1.29,3.75,1-6 2-6
Canadian Open,2023-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Shelton B.,Alcaraz C.,1,41,9225,1065,1.07,9.0,6-3 7-6
Canadian Open,2023-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Paul T.,Paul T.,22,14,1565,2345,2.5,1.53,6-7 7-6 3-6
Canadian Open,2023-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Rune H.,Giron M.,Giron M.,6,70,4825,830,1.3,3.5,2-6 6-4 3-6
Canadian Open,2023-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Vukic A.,Korda S.,Vukic A.,62,32,855,1275,3.2,1.36,6-3 4-6 7-6
Canadian Open,2023-08-10,Masters 1000,Outdoor,Hard,3rd Round,3,Davidovich Fokina A.,Ruud C.,Davidovich Fokina A.,37,5,1140,4985,2.1,1.73,7-6 4-6 7-6
Canadian Open,2023-08-10,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,De Minaur A.,De Minaur A.,9,18,3605,2085,1.73,2.1,6-7 6-4 1-6
Canadian Open,2023-08-10,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Musetti L.,Medvedev D.,3,19,6360,1950,1.17,5.0,6-4 6-4
Canadian Open,2023-08-10,Masters 1000,Outdoor,Hard,3rd Round,3,Raonic M.,Mcdonald M.,Mcdonald M.,545,59,65,870,1.91,1.91,3-6 3-6
Canadian Open,2023-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,Alcaraz C.,Alcaraz C.,17,1,2195,9225,5.0,1.17,6-3 6-7 6-7
Canadian Open,2023-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,Vukic A.,Monfils G.,276,62,207,855,1.57,2.38,6-4 6-4
Canadian Open,2023-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,Giron M.,Paul T.,14,70,2345,830,1.5,2.63,6-3 6-2
Canadian Open,2023-08-11,Masters 1000,Outdoor,Hard,Quarterfinals,3,De Minaur A.,Medvedev D.,De Minaur A.,18,3,2085,6360,3.5,1.3,7-6 7-5
Canadian Open,2023-08-11,Masters 1000,Outdoor,Hard,Quarterfinals,3,Mcdonald M.,Davidovich Fokina A.,Davidovich Fokina A.,59,37,870,1140,2.2,1.67,4-6 2-6
Canadian Open,2023-08-12,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Paul T.,Paul T.,1,14,9225,2345,1.17,5.0,3-6 6-4 3-6
Canadian Open,2023-08-12,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Monfils G.,Sinner J.,8,276,3815,207,1.22,4.33,6-4 4-6 6-3
Canadian Open,2023-08-12,Masters 1000,Outdoor,Hard,Semifinals,3,Davidovich Fokina A.,De Minaur A.,De Minaur A.,37,18,1140,2085,2.1,1.73,1-6 3-6
Canadian Open,2023-08-13,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Paul T.,Sinner J.,8,14,3815,2345,1.4,3.0,6-4 6-4
Canadian Open,2023-08-13,Masters 1000,Outdoor,Hard,The Final,3,De Minaur A.,Sinner J.,Sinner J.,18,8,2085,3815,3.0,1.4,4-6 1-6
Western & Southern Financial Group Masters,2023-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Gasquet R.,Mannarino A.,Mannarino A.,53,32,915,1276,2.38,1.57,4-6 3-6
Western & Southern Financial Group Masters,2023-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Nishioka Y.,Barrere G.,Nishioka Y.,45,57,980,874,1.67,2.2,6-4 7-5
Western & Southern Financial Group Masters,2023-08-13,Masters 1000,Outdoor,Hard,1st Round,3,Shelton B.,Eubanks C.,Shelton B.,40,29,1060,1348,1.73,2.1,5-7 6-4 6-4
Western & Southern Financial Group Masters,2023-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,Berrettini M.,Auger-Aliassime F.,14,38,2510,1147,2.75,1.44,4-6 6-2 6-3
Western & Southern Financial Group Masters,2023-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Cerundolo F.,Lajovic D.,Lajovic D.,21,66,1600,839,1.44,2.75,3-6 4-6
Western & Southern Financial Group Masters,2023-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Griekspoor T.,Tiafoe F.,Tiafoe F.,25,10,1439,3050,2.63,1.5,4-6 7-6 4-6
Western & Southern Financial Group Masters,2023-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Moutet C.,Ruusuvuori E.,60,77,866,766,1.44,2.75,6-4 6-2
Western & Southern Financial Group Masters,2023-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Safiullin R.,Jarry N.,Jarry N.,63,26,847,1394,2.1,1.73,6-4 3-6 3-6
Western & Southern Financial Group Masters,2023-08-14,Masters 1000,Outdoor,Hard,1st Round,3,Thompson J.,Isner J.,Thompson J.,55,106,897,580,1.67,2.2,7-6 7-6
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Etcheverry T.,Davidovich Fokina A.,23,31,1490,1285,1.33,3.4,6-3 6-3
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Dimitrov G.,Zverev A.,Zverev A.,19,17,1690,2310,2.2,1.67,2-6 2-6
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Evans D.,Musetti L.,Musetti L.,28,18,1381,1995,2.1,1.73,4-6 3-6
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Fils A.,Humbert U.,Humbert U.,46,33,976,1258,2.2,1.67,4-6 6-3 2-6
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Harris L.,Purcell M.,Purcell M.,182,70,337,816,1.8,2.0,4-6 4-6
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Hurkacz H.,Kokkinakis T.,Hurkacz H.,20,78,1685,766,1.44,2.75,7-6 3-6 7-6
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Korda S.,Coric B.,Coric B.,30,16,1320,2315,1.62,2.3,6-7 4-6
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Lehecka J.,Fritz T.,Fritz T.,35,9,1198,3605,3.4,1.33,6-7 2-6
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Monfils G.,Norrie C.,Monfils G.,211,15,297,2425,2.1,1.73,3-6 6-4 6-3
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Paul T.,Kecmanovic M.,Paul T.,13,41,2525,1055,1.44,2.75,7-5 7-6
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Popyrin A.,Altmaier D.,Popyrin A.,58,52,869,920,1.91,1.91,6-7 6-4 6-4
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Shevchenko A.,Sonego L.,Sonego L.,88,39,670,1105,2.5,1.53,3-6 6-3 3-6
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Nakashima B.,Wawrinka S.,51,73,924,805,2.2,1.67,6-3 6-7 6-3
Western & Southern Financial Group Masters,2023-08-15,Masters 1000,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,Rublev A.,Ruusuvuori E.,60,8,866,4595,3.4,1.33,7-6 5-7 7-6
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,1st Round,3,De Minaur A.,Wolf J.J.,De Minaur A.,12,44,2595,1015,1.53,2.5,6-0 3-6 6-1
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,1st Round,3,Hanfmann Y.,Mcdonald M.,Mcdonald M.,50,43,929,1040,2.75,1.44,5-7 1-6
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Thompson J.,Alcaraz C.,1,55,9395,897,1.08,8.0,7-5 4-6 6-3
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Mannarino A.,Mannarino A.,14,32,2510,1276,1.53,2.5,4-6 4-6
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,Coric B.,Hurkacz H.,Hurkacz H.,16,20,2315,1685,2.3,1.62,7-5 3-6 3-6
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Monfils G.,Monfils G.,12,211,2595,297,1.44,2.75,5-7 4-6
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,Humbert U.,Paul T.,Paul T.,33,13,1258,2525,2.63,1.5,1-6 6-7
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,Lajovic D.,Sinner J.,Lajovic D.,66,6,839,4725,7.0,1.1,6-4 7-6
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,Musetti L.,Medvedev D.,Medvedev D.,18,3,1995,6530,4.33,1.22,3-6 2-6
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,Purcell M.,Ruud C.,Purcell M.,70,7,816,4715,3.4,1.33,6-4 3-6 6-4
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,Sonego L.,Fritz T.,Fritz T.,39,9,1105,3605,3.75,1.29,4-6 6-7
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Shelton B.,Tsitsipas S.,4,40,5090,1060,1.25,4.0,7-6 7-6
Western & Southern Financial Group Masters,2023-08-16,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Nishioka Y.,Zverev A.,17,45,2310,980,1.14,5.5,7-5 6-4
Western & Southern Financial Group Masters,2023-08-17,Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Tiafoe F.,Wawrinka S.,51,10,924,3050,2.63,1.5,6-3 6-4
Western & Southern Financial Group Masters,2023-08-17,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Paul T.,Alcaraz C.,1,13,9395,2525,1.29,3.75,7-6 6-7 6-3
Western & Southern Financial Group Masters,2023-08-17,Masters 1000,Outdoor,Hard,3rd Round,3,Ruusuvuori E.,Popyrin A.,Popyrin A.,60,58,866,869,1.53,2.5,2-6 6-1 3-6
Western & Southern Financial Group Masters,2023-08-17,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,Hurkacz H.,Hurkacz H.,4,20,5090,1685,1.5,2.63,3-6 4-6
